__record_tag_AMPP,APID,APPID,COMBPACKCD,DISCCD,DISCDT,INVALID_AMPP,LEGAL_CATCD,NM_AMPP,SUBP,VPPID,__record_tag_AMP,ABBREVNM,AVAIL_RESTRICTCD,COMBPRODCD,DESC,EMA,FLAVOURCD,INVALID_AMP,LIC_AUTHCD,LIC_AUTHCHANGECD,LIC_AUTHCHANGEDT,LIC_AUTH_PREVCD,NM_AMP,NMDT,NM_PREV,PARALLEL_IMPORT,SUPPCD,VPID,__record_tag,INVALID,NM,QTYVAL,QTY_UOMCD,__record_tag_VMP,ABBREVNM_VMP,BASISCD,BASIS_PREVCD,CFC_F,COMBPRODCD_VMP,DF_INDCD,GLU_F,INVALID_VMP,NM_VMP,NMCHANGECD,NMDT_VMP,NMPREV,NON_AVAILCD,NON_AVAILDT,PRES_F,PRES_STATCD,SUG_F,UDFS,UDFS_UOMCD,UNIT_DOSE_UOMCD,VPIDDT,VPIDPREV,VTMID,__record_tag_VTM,ABBREVNM_VTM,INVALID_VTM,NM_VTM,VTMIDDT,VTMIDPREV,AGGREGATED_INGREDIENTS,AGGREGATED_ROUTES,DOSE_FORM,SUPPLIER_NAME
AMPP,42666311000001109,42666411000001102,,,,,4,GluNEO blood glucose monitoring system (Neon Diagnostics Ltd) 1 device,,42660111000001109,AMP,,1,,GluNEO blood glucose monitoring system (Neon Diagnostics Ltd),,,,2,,,,GluNEO blood glucose monitoring system,,,,19566211000001100,42668711000001107,VMPP,,Blood glucose meters - for personal use (single user) 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Blood glucose meters - for personal use (single user),,,,,,,2,,,,,,,,,,,,,,,,,Neon Diagnostics Ltd
AMPP,17713611000001102,17713711000001106,,1.0,2021-07-01,,4,Cuiwear female urostomy support shortie central size 22 BS65 White (CUI International) 1 device,,6108511000001104,AMP,,9,,Cuiwear female urostomy support shortie central size 22 BS65 White (CUI International),,,,2,,,,Cuiwear female urostomy support shortie central size 22,,,,9656111000001105,7293711000001103,VMPP,,Ostomy bag covers 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Ostomy bag covers,,,,,,,4,,,,,,,,,,,,,,,,,CUI International
AMPP,32676111000001104,32676211000001105,,,,,4,Clinitas Eye Compress (The Body Doctor Ltd) 1 device,,32676011000001100,AMP,,1,,Clinitas Eye Compress (The Body Doctor Ltd),,,,2,,,,Clinitas Eye Compress,2019-09-01,Clinitas Hot Eye Compress,,32694011000001100,32675911000001108,VMPP,,Generic Clinitas Eye Compress 1 device,1.0,3318711000001107.0,VMP,,7,7.0,,,3,,,Generic Clinitas Eye Compress,4.0,2019-09-01,Generic Clinitas Hot Eye Compress,,,,4,,,,,,,,,,,,,,,,,The Body Doctor Ltd
AMPP,4556411000001106,4556511000001105,,0.0,2005-05-10,,3,Neostigmine 2.5mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd) 10 ampoule 2 x 5 x 1ml ampoules,2 x 5 x 1ml ampoules,4556111000001101,AMP,,1,,Neostigmine 2.5mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),,,,1,,,,Neostigmine 2.5mg/1ml solution for injection ampoules,2004-06-21,Neostigmine 2.5mg/ml injection 1ml ampoules,,3144701000001104,36030811000001104,VMPP,,Neostigmine 2.5mg/1ml solution for injection ampoules 10 ampoule,10.0,413516001.0,VMP,,2,2.0,,,1,,,Neostigmine 2.5mg/1ml solution for injection ampoules,4.0,2004-06-21,Neostigmine 2.5mg/ml injection 1ml ampoules,,,,1,,1.0,258773002.0,413516001.0,2018-10-29,330099008.0,776891001.0,VTM,,,Neostigmine,2023-02-06,80024007.0,Neostigmine metilsulfate 2.5 nan,Intramuscular | Subcutaneous | Intravenous,Solution for injection,A A H Pharmaceuticals Ltd
AMPP,26665611000001107,26665711000001103,,1.0,2018-06-01,,4,Haddenham Veni class 3 (34-46mmHg) below knee open toe lymphoedema garment regular size VIII American tan (Haddenham Healthcare Ltd) 2 device,,33002211000001100,AMP,,9,,Haddenham Veni class 3 (34-46mmHg) below knee open toe lymphoedema garment regular size VIII American tan (Haddenham Healthcare Ltd),,,,2,,,,Haddenham Veni class 3 (34-46mmHg) below knee open toe lymphoedema garment regular size VIII,,,,14063811000001106,33502211000001103,VMPP,,Lymphoedema garments below knee open toe 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments below knee open toe,,,,,,,4,,,,,,,,,,,,,,,,,Haddenham Healthcare Ltd
AMPP,33340311000001101,33340411000001108,,,,,4,Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe lymphoedema garment short size V Poppy seed (Juzo UK Ltd) 2 device,,33017611000001103,AMP,,1,,Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe lymphoedema garment short size V Poppy seed (Juzo UK Ltd),,,,2,,,,Juzo Dynamic class 2 (23-32mmHg) thigh length closed toe lymphoedema garment short size V,,,,11473311000001109,33507611000001103,VMPP,,Lymphoedema garments thigh length closed toe 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length closed toe,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,19180211000001108,19180311000001100,,1.0,2018-03-14,,3,Remifentanil 1mg powder for concentrate for solution for injection vials (Teva UK Ltd) 5 vial,,7312011000001102,AMP,Remifentanil 1mg pdr for concentrate for inj vials,9,,Remifentanil 1mg powder for concentrate for solution for injection vials (Teva UK Ltd),,,,1,,,,Remifentanil 1mg powder for concentrate for solution for injection vials,,,,3849901000001105,42017011000001100,VMPP,,Remifentanil 1mg powder for solution for injection vials 5 vial,5.0,415818006.0,VMP,,1,1.0,,,1,,,Remifentanil 1mg powder for solution for injection vials,,2005-01-06,Remifentanyl 1mg powder for solution for injection vials,,,,1,,1.0,415818006.0,415818006.0,2023-07-03,333988009.0,777417003.0,VTM,,,Remifentanil,2023-02-06,108379008.0,Remifentanyl hydrochloride 1.0 nan,Intravenous,Powder for solution for injection,Teva UK Ltd
AMPP,36009511000001101,36009611000001102,,1.0,2021-11-01,,4,Venoflex Micro class 1 (18-21mmHg) thigh length open toe with dotted silicone band lymphoedema garment long size 5 Mode (Thuasne UK Ltd) 2 device,,33018511000001103,AMP,,9,,Venoflex Micro class 1 (18-21mmHg) thigh length open toe with dotted silicone band lymphoedema garment long size 5 Mode (Thuasne UK Ltd),,,,2,,,,Venoflex Micro class 1 (18-21mmHg) thigh length open toe with dotted silicone band lymphoedema garment long size 5,,,,35654311000001108,33508211000001101,VMPP,,Lymphoedema garments thigh length open toe with silicone top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Thuasne UK Ltd
AMPP,4319311000001100,4319411000001107,,1.0,2011-11-14,,4,Coal tar solution (Alliance Healthcare (Distribution) Ltd) 500 ml,,4318811000001102,AMP,,9,,Coal tar solution (Alliance Healthcare (Distribution) Ltd),,,,0,,,,Coal tar solution,,,,2089901000001107,4336411000001105,VMPP,,Coal tar solution 500 ml,500.0,258773002.0,VMP,,7,,,,2,,,Coal tar solution,,,,1.0,2014-01-13,,1,,,,,,,,,,,,,,Coal tar 200.0 nan | Polysorbate 8.05 nan,Route of administration not applicable,Not applicable,Alliance Healthcare (Distribution) Ltd
AMPP,16856611000001100,16856711000001109,,,,,4,Altiven class 1 (18-21mmHg) tights open toe lymphoedema garment regular size II Soft beige (Altimed Ltd) 1 device,,33019111000001100,AMP,,1,,Altiven class 1 (18-21mmHg) tights open toe lymphoedema garment regular size II Soft beige (Altimed Ltd),,,,2,,,,Altiven class 1 (18-21mmHg) tights open toe lymphoedema garment regular size II,,,,10727211000001109,33508611000001104,VMPP,,Lymphoedema garments tights/panty open toe 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments tights/panty open toe,,,,,,,4,,,,,,,,,,,,,,,,,Altimed Ltd
AMPP,23866111000001109,23866211000001103,,1.0,2017-11-01,,4,Juzo Expert Strong custom fit class 2 (23-32mmHg) foot with open toe lymphoedema garment Red (Juzo UK Ltd) 1 device,,33012611000001101,AMP,,9,,Juzo Expert Strong custom fit class 2 (23-32mmHg) foot with open toe lymphoedema garment Red (Juzo UK Ltd),,,,2,,,,Juzo Expert Strong custom fit class 2 (23-32mmHg) foot with open toe lymphoedema garment,,,,11473311000001109,33505311000001100,VMPP,,Lymphoedema garments made to measure foot with open toe 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments made to measure foot with open toe,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,6640711000001104,6641111000001106,,1.0,2004-09-01,,4,Soft Simplastic PVC catheter male 22Ch DT4416 30ml balloon (Rusch UK Ltd) 1 catheter,,6580311000001102,AMP,,9,,Soft Simplastic PVC catheter male 22Ch DT4416 30ml balloon (Rusch UK Ltd),,,,2,,,,Soft Simplastic PVC catheter male 22Ch,,,,2085701000001108,7287311000001108,VMPP,,Foley catheter male 22Ch 1 catheter,1.0,3319911000001101.0,VMP,,7,,,,3,,,Foley catheter male 22Ch,,,,,,,4,,,,,,,,,,,,,,,,,Rusch UK Ltd
AMPP,13928311000001105,13928411000001103,,1.0,2023-04-17,,3,Lyrica 50mg capsules (DE Pharmaceuticals) 84 capsule,,7890111000001103,AMP,,9,,Lyrica 50mg capsules (DE Pharmaceuticals),,,,1,,,,Lyrica 50mg capsules,,,1.0,2268901000001109,42135611000001100,VMPP,,Pregabalin 50mg capsules 84 capsule,84.0,428641000.0,VMP,,1,,,,1,,,Pregabalin 50mg capsules,,,,,,,1,,1.0,428641000.0,428641000.0,2023-08-04,415166002.0,777311001.0,VTM,,,Pregabalin,2023-02-06,415159003.0,Pregabalin 50.0 nan,Oral,Oral capsule,DE Pharmaceuticals
AMPP,40248111000001109,40248211000001103,,,,,4,ActivHeal PHMB Foam Silicone Border dressing 12.5cm x 12.5cm (Advanced Medical Solutions Ltd) 1 dressing,,15594811000001101,AMP,,1,,ActivHeal PHMB Foam Silicone Border dressing 12.5cm x 12.5cm (Advanced Medical Solutions Ltd),,,,2,,,,ActivHeal PHMB Foam Silicone Border dressing 12.5cm x 12.5cm,,,,5339911000001102,15613911000001104,VMPP,,Soft polymer wound contact dressing with polyurethane foam film backing impregnated with antimicrobial agents 12.5cm x 12.5cm 1 dressing,1.0,3320111000001103.0,VMP,,7,7.0,,,3,,,Soft polymer wound contact dressing with polyurethane foam film backing impregnated with antimicrobial agents 12.5cm x 12.5cm,4.0,2012-02-01,Soft polymer wound contact dressing with polyurethane foam film backing impregnated with silver 12.5cm x 12.5cm,,,,4,,,,,,,,,,,,,,,,,Advanced Medical Solutions Ltd
AMPP,17976211000001108,17976311000001100,,1.0,2023-06-01,1.0,4,Mrs Crimble's gluten free cheese crackers rosemary & onion (Stiletto Foods (UK) Ltd) 130 gram,,11925611000001103,AMP,,9,,Mrs Crimble's gluten free cheese crackers rosemary & onion (Stiletto Foods (UK) Ltd),,165.0,1.0,0,,,,Mrs Crimble's gluten free cheese crackers rosemary & onion,,,,17632911000001102,42012411000001106,VMPP,,Gluten free biscuits 130 gram,130.0,258682000.0,VMP,,7,,,,3,1.0,,Gluten free biscuits,,,,1.0,2023-10-24,,4,,,,,2023-07-03,328662000.0,,,,,,,,,Route of administration not applicable,Not applicable,Stiletto Foods (UK) Ltd
AMPP,40131211000001105,40131411000001109,,,,,3,Trastuzumab (Herceptin) 63mg/250ml in Sodium chloride 0.9% infusion bags (Special Order) 1 bag,,40131011000001100,AMP,Trastuzumab (Herceptin) 63mg/250ml in Sod chlor 0.9% inf,6,,Trastuzumab (Herceptin) 63mg/250ml in Sodium chloride 0.9% infusion bags (Special Order),,,,0,,,,Trastuzumab (Herceptin) 63mg/250ml in Sodium chloride 0.9% infusion bags,,,,8286711000001104,40131611000001107,VMPP,,Trastuzumab 63mg/250ml in Sodium chloride 0.9% infusion bags 1 bag,1.0,428672001.0,VMP,,1,,,,1,,,Trastuzumab 63mg/250ml in Sodium chloride 0.9% infusion bags,,,,,,,9,,250.0,258773002.0,428672001.0,,,777824009.0,VTM,,,Trastuzumab,2023-02-06,327397006.0,Trastuzumab 252.0 nan,Intravenous,Infusion,Special Order
AMPP,26282111000001106,26282311000001108,,,,,4,Juzo Dynamic Cotton class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment short size VI Black pepper (Juzo UK Ltd) 2 device,,33001711000001100,AMP,,1,,Juzo Dynamic Cotton class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment short size VI Black pepper (Juzo UK Ltd),,,,2,,,,Juzo Dynamic Cotton class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment short size VI,,,,11473311000001109,33502011000001108,VMPP,,Lymphoedema garments below knee closed toe with silicone top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments below knee closed toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,30682511000001105,30682711000001100,,,,,4,Sigvaris Essential Thermoregulating class 1 (18-21mmHg) panty closed toe lymphoedema garment normal XX small plus Nature (Sigvaris Britain Ltd) 1 device,,33018911000001105,AMP,,1,,Sigvaris Essential Thermoregulating class 1 (18-21mmHg) panty closed toe lymphoedema garment normal XX small plus Nature (Sigvaris Britain Ltd),,,,2,,,,Sigvaris Essential Thermoregulating class 1 (18-21mmHg) panty closed toe lymphoedema garment normal XX small plus,2020-01-01,Sigvaris Cotton class 1 (18-21mmHg) panty closed toe lymphoedema garment normal XX small plus,,10143211000001106,33508511000001103,VMPP,,Lymphoedema garments tights/panty closed toe 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments tights/panty closed toe,,,,,,,4,,,,,,,,,,,,,,,,,Sigvaris Britain Ltd
AMPP,31624611000001103,31624711000001107,,,,,4,Juzo Inspiration class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment extra short size V Poppy seed (Juzo UK Ltd) 2 device,,33018511000001103,AMP,,1,,Juzo Inspiration class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment extra short size V Poppy seed (Juzo UK Ltd),,,,2,,,,Juzo Inspiration class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment extra short size V,2018-10-01,Juzo Attractive class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment extra short size V,,11473311000001109,33508211000001101,VMPP,,Lymphoedema garments thigh length open toe with silicone top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,14117711000001104,14117811000001107,,,,,4,Haddenham Doktus class 2 (23-32mmHg) armsleeve with grip top lymphoedema garment extra wide long small Black (Haddenham Healthcare Ltd) 1 device,,33000011000001106,AMP,,1,,Haddenham Doktus class 2 (23-32mmHg) armsleeve with grip top lymphoedema garment extra wide long small Black (Haddenham Healthcare Ltd),,,,2,,,,Haddenham Doktus class 2 (23-32mmHg) armsleeve with grip top lymphoedema garment extra wide long small,,,,14063811000001106,33501211000001105,VMPP,,Lymphoedema garments armsleeve with top/band/border 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments armsleeve with top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Haddenham Healthcare Ltd
AMPP,16253511000001103,16253611000001104,,1.0,2020-02-29,,3,Abilify 15mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet,,7637311000001102,AMP,,9,,Abilify 15mg tablets (Mawdsley-Brooks & Company Ltd),,,,1,,,,Abilify 15mg tablets,,,1.0,15125811000001100,42268211000001103,VMPP,,Aripiprazole 15mg tablets 28 tablet,28.0,428673006.0,VMP,,1,,,,1,,,Aripiprazole 15mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-09-22,406788008.0,774636008.0,VTM,,,Aripiprazole,2023-02-06,406785006.0,Aripiprazole 15.0 nan,Oral,Oral tablet,Mawdsley-Brooks & Company Ltd
AMPP,16673111000001107,16673211000001101,,1.0,2018-06-19,,4,Orgran gluten free dinosaur wholefruit cookies (Naturally Good Food Ltd) 175 gram,,13539211000001100,AMP,,9,,Orgran gluten free dinosaur wholefruit cookies (Naturally Good Food Ltd),,,,0,,,,Orgran gluten free dinosaur wholefruit cookies,,,,3322811000001106,42012411000001106,VMPP,,Gluten free biscuits 175 gram,175.0,258682000.0,VMP,,7,,,,3,1.0,,Gluten free biscuits,,,,1.0,2023-10-24,,4,,,,,2023-07-03,328662000.0,,,,,,,,,Route of administration not applicable,Not applicable,Naturally Good Food Ltd
AMPP,33412611000001109,33412711000001100,,,,,4,Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment left standard size V Blueberry (Juzo UK Ltd) 1 device,,33018711000001108,AMP,,1,,Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment left standard size V Blueberry (Juzo UK Ltd),,,,2,,,,Juzo Dynamic class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment left standard size V,,,,11473311000001109,33508411000001102,VMPP,,Lymphoedema garments thigh length open toe with waist/hip attachment 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe with waist/hip attachment,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,8824211000001103,8824311000001106,,,,,1,Numark Muscle Rub ointment (Numark Ltd) 40 gram,,8824111000001109,AMP,,1,,Numark Muscle Rub ointment (Numark Ltd),,,,1,,,,Numark Muscle Rub ointment,,,,3147301000001108,8824611000001101,VMPP,,Generic Numark Muscle Rub ointment 40 gram,40.0,258682000.0,VMP,,7,,,,2,,,Generic Numark Muscle Rub ointment,,,,,,,4,,,,,,,,,,,,,,Cajuput oil 1.2 nan | Eucalyptus oil 10.0 nan | Menthol 5.0 nan | Methyl salicylate 90.0 nan | Sweet birch oil 1.2 nan,Cutaneous,Cutaneous ointment,Numark Ltd
AMPP,43511711000001100,43511911000001103,,,,,4,Juzo Intenso class 3 (34-46mmHg) below knee open toe with silicone top band lymphoedema garment standard size V Black pepper (Juzo UK Ltd) 2 device,,33002411000001101,AMP,,1,,Juzo Intenso class 3 (34-46mmHg) below knee open toe with silicone top band lymphoedema garment standard size V Black pepper (Juzo UK Ltd),,,,2,,,,Juzo Intenso class 3 (34-46mmHg) below knee open toe with silicone top band lymphoedema garment standard size V,,,,11473311000001109,33502311000001106,VMPP,,Lymphoedema garments below knee open toe with silicone top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments below knee open toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,27127211000001107,27127311000001104,,1.0,2018-06-01,,4,Haddenham Veni class 2 (23-32mmHg) tights open toe lymphoedema garment regular size I Smoke (Haddenham Healthcare Ltd) 1 device,,33019111000001100,AMP,,9,,Haddenham Veni class 2 (23-32mmHg) tights open toe lymphoedema garment regular size I Smoke (Haddenham Healthcare Ltd),,,,2,,,,Haddenham Veni class 2 (23-32mmHg) tights open toe lymphoedema garment regular size I,,,,14063811000001106,33508611000001104,VMPP,,Lymphoedema garments tights/panty open toe 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments tights/panty open toe,,,,,,,4,,,,,,,,,,,,,,,,,Haddenham Healthcare Ltd
AMPP,17991311000001103,17991411000001105,,,,,3,Levothyroxine sodium 114microgram / Liothyronine 27microgram tablets (Special Order) 1 tablet,,17991211000001106,AMP,Levothyroxine sodium 114microg / Liothyronine 27microg tab,6,,Levothyroxine sodium 114microgram / Liothyronine 27microgram tablets (Special Order),,,,0,,,,Levothyroxine sodium 114microgram / Liothyronine 27microgram tablets,,,,8286711000001104,17995611000001106,VMPP,,Levothyroxine sodium 114microgram / Liothyronine 27microgram tablets 1 tablet,1.0,428673006.0,VMP,Levothyroxine sodium 114microg / Liothyronine 27microg tab,7,,,,1,,,Levothyroxine sodium 114microgram / Liothyronine 27microgram tablets,,,,,,,1,,1.0,428673006.0,428673006.0,,,776527004.0,VTM,,,Levothyroxine + Liothyronine,2023-02-06,1.3668011000001102e+16,Liothyronine sodium 27.0 nan | Levothyroxine sodium anhydrous 114.0 nan,Oral,Oral tablet,Special Order
AMPP,34295311000001108,34295511000001102,,,,,4,Juzo Soft class 2 (23-32mmHg) armsleeve with silicone border lymphoedema garment size III Nutmeg (Juzo UK Ltd) 1 device,,32999911000001104,AMP,,1,,Juzo Soft class 2 (23-32mmHg) armsleeve with silicone border lymphoedema garment size III Nutmeg (Juzo UK Ltd),,,,2,,,,Juzo Soft class 2 (23-32mmHg) armsleeve with silicone border lymphoedema garment size III,,,,11473311000001109,33501111000001104,VMPP,,Lymphoedema garments armsleeve with silicone top/band/border 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments armsleeve with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,8573511000001101,8573611000001102,,,,,3,Levothyroxine sodium 200micrograms/5ml oral solution (Special Order) 1 ml,,8573111000001105,AMP,,6,,Levothyroxine sodium 200micrograms/5ml oral solution (Special Order),,,,0,,,,Levothyroxine sodium 200micrograms/5ml oral solution,,,,8286711000001104,8585211000001106,VMPP,,Levothyroxine sodium 200micrograms/5ml oral solution 1 ml,1.0,258773002.0,VMP,,1,4.0,,,2,,,Levothyroxine sodium 200micrograms/5ml oral solution,4.0,2004-12-01,Levothyroxine sodium 200micrograms/5ml oral solution,,,,1,,,,,,,776526008.0,VTM,,,Levothyroxine,2023-02-06,1.0071011000001106e+16,Levothyroxine sodium anhydrous 40.0 nan,Oral,Oral solution,Special Order
AMPP,39766411000001103,39766511000001104,,,,,4,OA Reaction Web knee brace right medial/left lateral size XX large (DJO UK Ltd) 1 device,,37787811000001109,AMP,,1,,OA Reaction Web knee brace right medial/left lateral size XX large (DJO UK Ltd),,,,2,,,,OA Reaction Web knee brace right medial/left lateral size XX large,,,,39848611000001109,37787711000001101,VMPP,,Knee pressure offloading device 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Knee pressure offloading device,,,,,,,4,,,,,,,,,,,,,,,,,DJO UK Ltd
AMPP,16061411000001104,16061611000001101,,,,,3,Metformin 500mg tablets (Bristol Laboratories Ltd) 84 tablet 7 x 12 tablets,7 x 12 tablets,955811000001101,AMP,,1,,Metformin 500mg tablets (Bristol Laboratories Ltd),,,,1,,,,Metformin 500mg tablets,,,,15987211000001101,42084911000001109,VMPP,,Metformin 500mg tablets 84 tablet,84.0,428673006.0,VMP,,1,,,,1,,,Metformin 500mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-07-21,325278007.0,776713006.0,VTM,,,Metformin,2023-02-06,109081006.0,Metformin hydrochloride 500.0 nan,Oral,Oral tablet,Bristol Laboratories Ltd
AMPP,25066311000001104,25066411000001106,,,,,4,Juzo Soft class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment right short size VI Sesame (Juzo UK Ltd) 1 device,,33018711000001108,AMP,,1,,Juzo Soft class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment right short size VI Sesame (Juzo UK Ltd),,,,2,,,,Juzo Soft class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment right short size VI,,,,11473311000001109,33508411000001102,VMPP,,Lymphoedema garments thigh length open toe with waist/hip attachment 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe with waist/hip attachment,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,15053011000001100,15053111000001104,,,,,3,Betamethasone valerate 0.1% cream (Sigma Pharmaceuticals Plc) 30 gram,,1084011000001108,AMP,,1,,Betamethasone valerate 0.1% cream (Sigma Pharmaceuticals Plc),,,,1,,,,Betamethasone valerate 0.1% cream,,,,2087601000001106,41893111000001108,VMPP,,Betamethasone valerate 0.1% cream 30 gram,30.0,258682000.0,VMP,,4,,,,2,,,Betamethasone valerate 0.1% cream,,,,,,,1,,,,,2023-06-02,374372000.0,774839004.0,VTM,,,Betamethasone,2023-02-06,29896003.0,Betamethasone valerate 1.0 nan,Cutaneous,Cutaneous cream,Sigma Pharmaceuticals Plc
AMPP,26317411000001106,26317811000001108,,1.0,2018-04-01,,4,Haddenham Veni class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment regular size VII White (Haddenham Healthcare Ltd) 2 device,,33018611000001104,AMP,,9,,Haddenham Veni class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment regular size VII White (Haddenham Healthcare Ltd),,,,2,,,,Haddenham Veni class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment regular size VII,,,,14063811000001106,33508311000001109,VMPP,,Lymphoedema garments thigh length open toe with top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe with top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Haddenham Healthcare Ltd
AMPP,5833811000001107,5834011000001104,,,,,4,"Conform 2 two piece ostomy system FlexWear convex floating flange with adhesive border 25300 55mm flange, cut to fit 13mm-38mm (Hollister Ltd) 5 device",,5653411000001102,AMP,,1,,"Conform 2 two piece ostomy system FlexWear convex floating flange with adhesive border 25300 55mm flange, cut to fit 13mm-38mm (Hollister Ltd)",,,,2,,,,Conform 2 two piece ostomy system FlexWear convex floating flange with adhesive border,2007-11-28,Conform 2 two piece ostomy system convex floating flange,,162301000001107,7300311000001101,VMPP,,Two piece ostomy systems 5 device,5.0,3318711000001107.0,VMP,,7,,,,3,,,Two piece ostomy systems,,,,,,,4,,,,,,,,,,,,,,,,,Hollister Ltd
AMPP,5814011000001106,5814211000001101,,1.0,2021-11-01,,4,Biotrol Almarys Twin+ two piece ostomy system colostomy bag with filter 037260E 60mm Beige (B.Braun Medical Ltd) 30 device,,5654111000001109,AMP,,9,,Biotrol Almarys Twin+ two piece ostomy system colostomy bag with filter 037260E 60mm Beige (B.Braun Medical Ltd),,,,2,,,,Biotrol Almarys Twin+ two piece ostomy system colostomy bag with filter,,,,2065601000001100,7300311000001101,VMPP,,Two piece ostomy systems 30 device,30.0,3318711000001107.0,VMP,,7,,,,3,,,Two piece ostomy systems,,,,,,,4,,,,,,,,,,,,,,,,,B.Braun Medical Ltd
AMPP,7004511000001104,7005011000001106,,,,,4,K+IC sheath 103.32 32mm (Manfred Sauer UK Ltd) 30 device,,6843111000001102,AMP,,1,,K+IC sheath 103.32 32mm (Manfred Sauer UK Ltd),,,,2,,,,K+IC sheath,,,,2412401000001100,7288811000001100,VMPP,,Incontinence sheaths 30 device,30.0,3318711000001107.0,VMP,,7,,,,3,,,Incontinence sheaths,,,,,,,4,,,,,,,,,,,,,,,,,Manfred Sauer UK Ltd
AMPP,29560911000001105,29561011000001102,,1.0,2023-01-01,,4,Juzo Hostess class 1 (18-21mmHg) tights open toe lymphoedema garment standard size II Blueberry (Juzo UK Ltd) 1 device,,33019111000001100,AMP,,9,,Juzo Hostess class 1 (18-21mmHg) tights open toe lymphoedema garment standard size II Blueberry (Juzo UK Ltd),,,,2,,,,Juzo Hostess class 1 (18-21mmHg) tights open toe lymphoedema garment standard size II,,,,11473311000001109,33508611000001104,VMPP,,Lymphoedema garments tights/panty open toe 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments tights/panty open toe,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
