__record_tag_AMPP,APID,APPID,COMBPACKCD,DISCCD,DISCDT,INVALID_AMPP,LEGAL_CATCD,NM_AMPP,SUBP,VPPID,__record_tag_AMP,ABBREVNM,AVAIL_RESTRICTCD,COMBPRODCD,DESC,EMA,FLAVOURCD,INVALID_AMP,LIC_AUTHCD,LIC_AUTHCHANGECD,LIC_AUTHCHANGEDT,LIC_AUTH_PREVCD,NM_AMP,NMDT,NM_PREV,PARALLEL_IMPORT,SUPPCD,VPID,__record_tag,INVALID,NM,QTYVAL,QTY_UOMCD,__record_tag_VMP,ABBREVNM_VMP,BASISCD,BASIS_PREVCD,CFC_F,COMBPRODCD_VMP,DF_INDCD,GLU_F,INVALID_VMP,NM_VMP,NMCHANGECD,NMDT_VMP,NMPREV,NON_AVAILCD,NON_AVAILDT,PRES_F,PRES_STATCD,SUG_F,UDFS,UDFS_UOMCD,UNIT_DOSE_UOMCD,VPIDDT,VPIDPREV,VTMID,__record_tag_VTM,ABBREVNM_VTM,INVALID_VTM,NM_VTM,VTMIDDT,VTMIDPREV,AGGREGATED_INGREDIENTS,AGGREGATED_ROUTES,DOSE_FORM,SUPPLIER_NAME
AMPP,21739711000001102,21739811000001105,,,,,4,Cutimed Siltec Sorbact B dressing 15cm x 15cm (Essity UK Ltd) 1 dressing,,15590011000001100,AMP,,1,,Cutimed Siltec Sorbact B dressing 15cm x 15cm (Essity UK Ltd),,,,2,,,,Cutimed Siltec Sorbact B dressing 15cm x 15cm,2023-08-01,Cutimed Siltec Sorbact dressing 15cm x 15cm,,3593211000001109,15614011000001101,VMPP,,Soft polymer wound contact dressing with polyurethane foam film backing impregnated with antimicrobial agents 15cm x 15cm 1 dressing,1.0,3320111000001103.0,VMP,,7,7.0,,,3,,,Soft polymer wound contact dressing with polyurethane foam film backing impregnated with antimicrobial agents 15cm x 15cm,4.0,2012-02-01,Soft polymer wound contact dressing with polyurethane foam film backing impregnated with silver 15cm x 15cm,,,,4,,,,,,,,,,,,,,,,,Essity UK Ltd
AMPP,29067111000001105,29067211000001104,,,,,4,Juzo Inspiration class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment short size IV Poppy seed (Juzo UK Ltd) 2 device,,33001711000001100,AMP,,1,,Juzo Inspiration class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment short size IV Poppy seed (Juzo UK Ltd),,,,2,,,,Juzo Inspiration class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment short size IV,2018-10-01,Juzo Attractive class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment short size IV,,11473311000001109,33502011000001108,VMPP,,Lymphoedema garments below knee closed toe with silicone top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments below knee closed toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,24881111000001100,24881211000001106,,1.0,2023-01-01,,4,Juzo Hostess class 1 (18-21mmHg) thigh length closed toe lymphoedema garment short size II Nutmeg (Juzo UK Ltd) 2 device,,33017611000001103,AMP,,9,,Juzo Hostess class 1 (18-21mmHg) thigh length closed toe lymphoedema garment short size II Nutmeg (Juzo UK Ltd),,,,2,,,,Juzo Hostess class 1 (18-21mmHg) thigh length closed toe lymphoedema garment short size II,,,,11473311000001109,33507611000001103,VMPP,,Lymphoedema garments thigh length closed toe 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length closed toe,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,14761111000001102,14761211000001108,,1.0,2016-07-20,,3,Voltarol Retard 100mg tablets (Sigma Pharmaceuticals Plc) 30 tablet,,14761011000001103,AMP,,9,,Voltarol Retard 100mg tablets (Sigma Pharmaceuticals Plc),,,,1,,,,Voltarol Retard 100mg tablets,,,1.0,2087601000001106,36563711000001106,VMPP,,Diclofenac sodium 100mg modified-release tablets 30 tablet,30.0,428673006.0,VMP,,4,,,,1,,,Diclofenac sodium 100mg modified-release tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2019-01-17,329585001.0,3.64090110000011e+16,VTM,,,Diclofenac sodium,2018-11-15,419143009.0,Diclofenac sodium 100.0 nan,Oral,Modified-release tablet,Sigma Pharmaceuticals Plc
AMPP,37117211000001102,37117611000001100,,1.0,2020-02-29,,3,Levothyroxine sodium 100micrograms/5ml oral solution sugar free (Mawdsley-Brooks & Company Ltd) 100 ml,,10743411000001104,AMP,Levothyroxine sodium 100micrograms/5ml soln sugar free,9,,Levothyroxine sodium 100micrograms/5ml oral solution sugar free (Mawdsley-Brooks & Company Ltd),,,,1,,,,Levothyroxine sodium 100micrograms/5ml oral solution sugar free,,,,15125811000001100,10749611000001104,VMPP,,Levothyroxine sodium 100micrograms/5ml oral solution sugar free 100 ml,100.0,258773002.0,VMP,Levothyroxine sodium 100micrograms/5ml soln sugar free,1,,,,1,,,Levothyroxine sodium 100micrograms/5ml oral solution sugar free,,,,0.0,2012-05-15,,1,1.0,5.0,258773002.0,733015007.0,,,776526008.0,VTM,,,Levothyroxine,2023-02-06,1.0071011000001106e+16,Levothyroxine sodium anhydrous 20.0 nan,Oral,Oral solution,Mawdsley-Brooks & Company Ltd
AMPP,18649111000001101,18649211000001107,1.0,1.0,2023-03-22,,3,Femoston 2/10mg tablets (DE Pharmaceuticals) 84 tablet,,3349511000001102,AMP,,9,1.0,Femoston 2/10mg tablets (DE Pharmaceuticals),,,,1,,,,Femoston 2/10mg tablets,,,1.0,2268901000001109,3542811000001106,VMPP,,Generic Femoston 2/10mg tablets 84 tablet,84.0,428673006.0,VMP,,7,,,1.0,3,,,Generic Femoston 2/10mg tablets,,,,,,,4,,,,,,,,,,,,,,,Route of administration not applicable,Not applicable,DE Pharmaceuticals
AMPP,35166011000001106,35166111000001107,,,,,3,Losartan 50mg tablets (Milpharm Ltd) 28 tablet,,1234911000001107,AMP,,1,,Losartan 50mg tablets (Milpharm Ltd),,,,1,,,,Losartan 50mg tablets,,,,3313311000001100,42377011000001106,VMPP,,Losartan 50mg tablets 28 tablet,28.0,428673006.0,VMP,,1,,,,1,,,Losartan 50mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-10-27,318956006.0,776577001.0,VTM,,,Losartan,2023-02-06,96309000.0,Losartan potassium 50.0 nan,Oral,Oral tablet,Milpharm Ltd
AMPP,7084211000001101,7084911000001105,,,,,4,Chailey male urinal with rubber bag WP100-01-P (Jade-Euro-Med) 1 device,,6472511000001108,AMP,,1,,Chailey male urinal with rubber bag WP100-01-P (Jade-Euro-Med),,,,2,,,,Chailey male urinal with rubber bag,,,,2065301000001106,7300411000001108,VMPP,,Urinal systems 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Urinal systems,,,,,,,4,,,,,,,,,,,,,,,,,Jade-Euro-Med
AMPP,5629611000001101,5629711000001105,,1.0,2008-07-23,,3,Ramipril 10mg capsules (Genus Pharmaceuticals Ltd) 28 capsule 2 x 14 capsules,2 x 14 capsules,1069111000001107,AMP,,9,,Ramipril 10mg capsules (Genus Pharmaceuticals Ltd),,,,1,,,,Ramipril 10mg capsules,,,,2945601000001100,42381211000001101,VMPP,,Ramipril 10mg capsules 28 capsule,28.0,428641000.0,VMP,,1,,,,1,,,Ramipril 10mg capsules,,,,,,,1,,1.0,428641000.0,428641000.0,2023-10-27,318906001.0,777395009.0,VTM,,,Ramipril,2023-02-06,108564000.0,Ramipril 10.0 nan,Oral,Oral capsule,Genus Pharmaceuticals Ltd
AMPP,32227011000001101,32227311000001103,,1.0,2023-01-01,,4,Juzo Hostess class 1 (18-21mmHg) thigh length open toe lymphoedema garment extra short size VI Sesame (Juzo UK Ltd) 2 device,,33018411000001102,AMP,,9,,Juzo Hostess class 1 (18-21mmHg) thigh length open toe lymphoedema garment extra short size VI Sesame (Juzo UK Ltd),,,,2,,,,Juzo Hostess class 1 (18-21mmHg) thigh length open toe lymphoedema garment extra short size VI,,,,11473311000001109,33508111000001107,VMPP,,Lymphoedema garments thigh length open toe 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,31181811000001108,31181911000001103,,,,,4,Juzo Inspiration class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size III Blueberry (Juzo UK Ltd) 2 device,,33001711000001100,AMP,,1,,Juzo Inspiration class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size III Blueberry (Juzo UK Ltd),,,,2,,,,Juzo Inspiration class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size III,2018-10-01,Juzo Attractive class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size III,,11473311000001109,33502011000001108,VMPP,,Lymphoedema garments below knee closed toe with silicone top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments below knee closed toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,23435111000001102,23435211000001108,,,,,4,Promin low protein cheese sauce mix (Firstplay Dietary Foods Ltd) 225 gram,,23435011000001103,AMP,,1,,Promin low protein cheese sauce mix (Firstplay Dietary Foods Ltd),,,,0,,,,Promin low protein cheese sauce mix,,,,2998201000001103,23442211000001102,VMPP,,Generic Promin low protein cheese sauce mix 225 gram,225.0,258682000.0,VMP,,7,,,,3,,,Generic Promin low protein cheese sauce mix,,,,,,,4,,,,,,,,,,,,,,,Oral,Oral powder,Firstplay Dietary Foods Ltd
AMPP,35279211000001102,35279411000001103,,,,,3,Sildenafil 50mg tablets (Bristol Laboratories Ltd) 8 tablet 2 x 4 tablets,2 x 4 tablets,1088011000001104,AMP,,1,,Sildenafil 50mg tablets (Bristol Laboratories Ltd),,,,1,,,,Sildenafil 50mg tablets,,,,15987211000001101,42089611000001104,VMPP,,Sildenafil 50mg tablets 8 tablet,8.0,428673006.0,VMP,,1,,,,1,,,Sildenafil 50mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-07-21,326714007.0,777527007.0,VTM,,,Sildenafil,2023-02-06,109123009.0,Sildenafil citrate 50.0 nan,Oral,Oral tablet,Bristol Laboratories Ltd
AMPP,4745711000001109,8934211000001106,,1.0,2021-05-10,,2,Loratadine 5mg/5ml oral solution (A A H Pharmaceuticals Ltd) 120 ml,,5349611000001107,AMP,,1,,Loratadine 5mg/5ml oral solution (A A H Pharmaceuticals Ltd),,,,1,,,,Loratadine 5mg/5ml oral solution,,,,3144701000001104,38896711000001106,VMPP,,Loratadine 5mg/5ml oral solution 120 ml,120.0,258773002.0,VMP,,1,,,,1,,,Loratadine 5mg/5ml oral solution,,,,,,,1,,5.0,258773002.0,733015007.0,2020-08-19,320824000.0,776572007.0,VTM,,,Loratadine,2023-02-06,108652002.0,Loratadine 1.0 nan,Oral,Oral solution,A A H Pharmaceuticals Ltd
AMPP,5448611000001105,5448811000001109,,1.0,2006-09-04,,3,Glimepiride 1mg tablets (Dowelhurst Ltd) 30 tablet,,1172511000001105,AMP,,9,,Glimepiride 1mg tablets (Dowelhurst Ltd),,,,1,,,,Glimepiride 1mg tablets,2006-12-15,Glimepiride 1mg tablets (PI),1.0,5283211000001105,42083011000001108,VMPP,,Glimepiride 1mg tablets 30 tablet,30.0,428673006.0,VMP,,1,,,,1,,,Glimepiride 1mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-07-21,325261003.0,776109009.0,VTM,,,Glimepiride,2023-02-06,109079009.0,Glimepiride 1.0 nan,Oral,Oral tablet,Dowelhurst Ltd
AMPP,27434711000001105,27434811000001102,,1.0,2018-06-01,,4,Haddenham Veni class 3 (34-46mmHg) thigh length open toe with grip top lymphoedema garment extra wide short size II Sahara (Haddenham Healthcare Ltd) 2 device,,33018611000001104,AMP,,9,,Haddenham Veni class 3 (34-46mmHg) thigh length open toe with grip top lymphoedema garment extra wide short size II Sahara (Haddenham Healthcare Ltd),,,,2,,,,Haddenham Veni class 3 (34-46mmHg) thigh length open toe with grip top lymphoedema garment extra wide short size II,,,,14063811000001106,33508311000001109,VMPP,,Lymphoedema garments thigh length open toe with top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe with top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Haddenham Healthcare Ltd
AMPP,17785711000001109,17786011000001103,,,,,3,Aspirin 75mg dispersible tablets (Phoenix Healthcare Distribution Ltd) 1000 tablet,,1269911000001102,AMP,,1,,Aspirin 75mg dispersible tablets (Phoenix Healthcare Distribution Ltd),,,,1,,,,Aspirin 75mg dispersible tablets,,,,17845311000001104,42291811000001106,VMPP,,Aspirin 75mg dispersible tablets 1000 tablet,1000.0,428673006.0,VMP,,2,,,,1,,,Aspirin 75mg dispersible tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-09-29,319773006.0,774656009.0,VTM,,,Aspirin,2023-02-06,7947003.0,Aspirin 75.0 nan,Oral,Dispersible tablet,Phoenix Healthcare Distribution Ltd
AMPP,31430711000001100,31430811000001108,,,,,4,Juzo Inspiration class 2 (23-32mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size II Poppy seed (Juzo UK Ltd) 2 device,,33001711000001100,AMP,,1,,Juzo Inspiration class 2 (23-32mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size II Poppy seed (Juzo UK Ltd),,,,2,,,,Juzo Inspiration class 2 (23-32mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size II,2018-10-01,Juzo Attractive class 2 (23-32mmHg) below knee closed toe with silicone top band lymphoedema garment extra short size II,,11473311000001109,33502011000001108,VMPP,,Lymphoedema garments below knee closed toe with silicone top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments below knee closed toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,26528311000001105,26528511000001104,,1.0,2018-04-01,,4,Haddenham Veni class 2 (23-32mmHg) below knee closed toe lymphoedema garment extra wide short size III White (Haddenham Healthcare Ltd) 2 device,,33001311000001104,AMP,,9,,Haddenham Veni class 2 (23-32mmHg) below knee closed toe lymphoedema garment extra wide short size III White (Haddenham Healthcare Ltd),,,,2,,,,Haddenham Veni class 2 (23-32mmHg) below knee closed toe lymphoedema garment extra wide short size III,,,,14063811000001106,33501811000001106,VMPP,,Lymphoedema garments below knee closed toe 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments below knee closed toe,,,,,,,4,,,,,,,,,,,,,,,,,Haddenham Healthcare Ltd
AMPP,10472411000001104,13103011000001107,,1.0,2010-05-04,,3,Cardicor 1.25mg tablets (Dowelhurst Ltd) 28 tablet,,1177911000001101,AMP,,9,,Cardicor 1.25mg tablets (Dowelhurst Ltd),,,,1,,,,Cardicor 1.25mg tablets,2006-12-15,Cardicor 1.25mg tablets (PI),1.0,5283211000001105,42371111000001100,VMPP,,Bisoprolol 1.25mg tablets 28 tablet,28.0,428673006.0,VMP,,1,,,,1,,,Bisoprolol 1.25mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-10-27,318604001.0,774880006.0,VTM,,,Bisoprolol,2023-02-06,108547003.0,Bisoprolol fumarate 1.25 nan,Oral,Oral tablet,Dowelhurst Ltd
AMPP,21815011000001109,21815111000001105,,1.0,2022-10-01,,4,Aquacel Ag Extra dressing 20cm x 30cm rectangular (ConvaTec Ltd) 1 dressing,,10235111000001103,AMP,,9,,Aquacel Ag Extra dressing 20cm x 30cm rectangular (ConvaTec Ltd),,,,2,,,,Aquacel Ag Extra dressing 20cm x 30cm rectangular,,,,2268701000001107,10246111000001108,VMPP,,Sodium carboxymethylcellulose with silver dressing 20cm x 30cm rectangular 1 dressing,1.0,3320111000001103.0,VMP,,7,,,,3,,,Sodium carboxymethylcellulose with silver dressing 20cm x 30cm rectangular,,,,,,,4,,,,,,,,,,,,,,,,,ConvaTec Ltd
AMPP,41104311000001104,41104411000001106,,,,,4,SensaCath hydrophilic catheter male Tiemann tip 16Ch PSCT16 (Clinisupplies Ltd) 30 catheter,,7175311000001108,AMP,,1,,SensaCath hydrophilic catheter male Tiemann tip 16Ch PSCT16 (Clinisupplies Ltd),,,,2,,,,SensaCath hydrophilic catheter male Tiemann tip 16Ch,,,,4816911000001106,7290411000001101,VMPP,,Nelaton catheter male 16Ch 30 catheter,30.0,3319911000001101.0,VMP,,7,,,,3,,,Nelaton catheter male 16Ch,,,,,,,4,,,,,,,,,,,,,,,,,Clinisupplies Ltd
AMPP,37525111000001103,37525311000001101,,1.0,2020-02-29,,3,Januvia 25mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet,,20115011000001105,AMP,,9,,Januvia 25mg tablets (Mawdsley-Brooks & Company Ltd),,,,1,,,,Januvia 25mg tablets,,,1.0,15125811000001100,42089811000001100,VMPP,,Sitagliptin 25mg tablets 28 tablet,28.0,428673006.0,VMP,,1,,,,1,,,Sitagliptin 25mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-07-21,423962004.0,777541003.0,VTM,,,Sitagliptin,2023-02-06,424106006.0,Sitagliptin 25.0 nan,Oral,Oral tablet,Mawdsley-Brooks & Company Ltd
AMPP,7521011000001104,30836511000001107,,1.0,2023-10-17,,3,Dipeptiven 10g/50ml concentrate for solution for infusion bottles (Fresenius Kabi Ltd) 10 bottle,,30836411000001108,AMP,Dipeptiven 10g/50ml concentrate for inf bottles,9,,Dipeptiven 10g/50ml concentrate for solution for infusion bottles (Fresenius Kabi Ltd),,,,1,,,,Dipeptiven 10g/50ml concentrate for solution for infusion bottles,2008-07-16,Dipeptiven 10g/50ml solution for injection bottles,,3515701000001104,7520811000001102,VMPP,,L-alanyl-l-glutamine 10g/50ml solution for infusion bottles 10 bottle,10.0,419672006.0,VMP,,7,7.0,,,1,,,L-alanyl-l-glutamine 10g/50ml solution for infusion bottles,4.0,2010-02-12,L-alanyl-l-glutamine 10g/50ml solution for injection bottles,1.0,2023-10-17,,1,,50.0,258773002.0,419672006.0,,,774447008.0,VTM,,,L-alanyl-l-glutamine,2024-12-17,4.27790110000011e+16,N(2)-L-alanyl-L-glutamine 200.0 nan,Intravenous,Solution for infusion,Fresenius Kabi Ltd
AMPP,42287211000001104,42287311000001107,,,,,3,Gepretix 100mg capsules (Exeltis UK Ltd) 30 capsule 2 x 15 capsules,2 x 15 capsules,11758811000001100,AMP,,1,,Gepretix 100mg capsules (Exeltis UK Ltd),,,,1,,,,Gepretix 100mg capsules,,,,40599211000001108,11763511000001102,VMPP,,Progesterone micronised 100mg capsules 30 capsule,30.0,428641000.0,VMP,,1,,,,1,,,Progesterone micronised 100mg capsules,,,,0.0,2013-01-16,,1,,1.0,428641000.0,428641000.0,,,777325000.0,VTM,,,Progesterone,2023-02-06,50318003.0,Progesterone 100.0 nan,Oral,Oral capsule,Exeltis UK Ltd
AMPP,4259911000001102,4260011000001100,,1.0,2022-05-16,,4,Super Betavit 15mg capsules (Health+Plus Ltd) 30 capsule,,4258211000001101,AMP,,9,,Super Betavit 15mg capsules (Health+Plus Ltd),,,,0,,,,Super Betavit 15mg capsules,,,,4264111000001108,4262811000001107,VMPP,,Betacarotene 15mg capsules 30 capsule,30.0,428641000.0,VMP,,1,,,,1,,,Betacarotene 15mg capsules,,,,,,,1,,1.0,428641000.0,428641000.0,,,774835005.0,VTM,,,Betacarotene,2023-02-06,329507006.0,Betacarotene 15.0 nan,Oral,Oral capsule,Health+Plus Ltd
AMPP,16858011000001106,16858211000001101,,,,,4,Altiven class 2 (23-32mmHg) thigh length open toe lymphoedema garment extra wide regular size II Soft beige (Altimed Ltd) 2 device,,33018411000001102,AMP,,1,,Altiven class 2 (23-32mmHg) thigh length open toe lymphoedema garment extra wide regular size II Soft beige (Altimed Ltd),,,,2,,,,Altiven class 2 (23-32mmHg) thigh length open toe lymphoedema garment extra wide regular size II,,,,10727211000001109,33508111000001107,VMPP,,Lymphoedema garments thigh length open toe 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe,,,,,,,4,,,,,,,,,,,,,,,,,Altimed Ltd
AMPP,42868511000001107,42869011000001109,,,,,2,Clotrimazole 500mg pessaries (RX Farma) 1 pessary,,976011000001101,AMP,,1,,Clotrimazole 500mg pessaries (RX Farma),,,,1,,,,Clotrimazole 500mg pessaries,,,,9447011000001108,39705811000001105,VMPP,,Clotrimazole 500mg pessaries 1 pessary,1.0,733007009.0,VMP,,1,,,,1,,,Clotrimazole 500mg pessaries,,,,,,,1,,1.0,733007009.0,733007009.0,2021-05-26,326218006.0,775319000.0,VTM,,,Clotrimazole,2023-02-06,5797005.0,Clotrimazole 500.0 nan,Vaginal,Pessary,RX Farma
AMPP,15083611000001102,15083711000001106,,,,,3,Ethambutol 400mg tablets (Sigma Pharmaceuticals Plc) 56 tablet,,3667211000001109,AMP,,1,,Ethambutol 400mg tablets (Sigma Pharmaceuticals Plc),,,,1,,,,Ethambutol 400mg tablets,,,,2087601000001106,41949611000001100,VMPP,,Ethambutol 400mg tablets 56 tablet,56.0,428673006.0,VMP,,1,,,,1,,,Ethambutol 400mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-06-09,324467008.0,775855004.0,VTM,,,Ethambutol,2023-02-06,24450004.0,Ethambutol hydrochloride 400.0 nan,Oral,Oral tablet,Sigma Pharmaceuticals Plc
AMPP,35171111000001107,35171211000001101,,,,,4,Aymes Shake powder 57g sachets (Flavour Not Specified) 7 sachet,,35169011000001100,AMP,,1,,Aymes Shake powder 57g sachets (Flavour Not Specified),,,,0,,,,Aymes Shake powder 57g sachets,,,,21014611000001102,35194211000001109,VMPP,,Generic Aymes Shake powder 7 sachet,7.0,733013000.0,VMP,,7,7.0,,,3,1.0,,Generic Aymes Shake powder,,2018-10-22,Generic Aymes Shake powder 57g sachets,,,,4,,,,,,,,,,,,,,,Oral,Oral powder,Flavour Not Specified
AMPP,43200111000001101,43200911000001103,,,,,3,Lacosamide 10mg/ml oral solution sugar free (Flynn Pharma Ltd) 200 ml,,19810911000001106,AMP,,1,,Lacosamide 10mg/ml oral solution sugar free (Flynn Pharma Ltd),,,,1,,,,Lacosamide 10mg/ml oral solution sugar free,,,,3303501000001106,19821611000001100,VMPP,,Lacosamide 10mg/ml oral solution sugar free 200 ml,200.0,258773002.0,VMP,,1,,,,2,,,Lacosamide 10mg/ml oral solution sugar free,,,,,,,1,1.0,,,,,,776457006.0,VTM,,,Lacosamide,2023-02-06,441532003.0,Lacosamide 10.0 nan,Oral,Oral solution,Flynn Pharma Ltd
AMPP,28027511000001107,28027611000001106,,,,,4,Juzo Soft custom fit class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment Sesame (Juzo UK Ltd) 1 device,,33015411000001107,AMP,,1,,Juzo Soft custom fit class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment Sesame (Juzo UK Ltd),,,,2,,,,Juzo Soft custom fit class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment,2015-12-01,Juzo Soft class 1 (18-21mmHg) made to measure thigh length open toe with silicone top band lymphoedema garment,,11473311000001109,33506811000001101,VMPP,,Lymphoedema garments made to measure thigh length open toe with silicone top/band/border 1 device,1.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments made to measure thigh length open toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,10437611000001100,10437811000001101,,,,,3,Indapamide 2.5mg tablets (Niche Generics Ltd) 28 tablet 2 x 14 tablets,2 x 14 tablets,1171411000001101,AMP,,1,,Indapamide 2.5mg tablets (Niche Generics Ltd),,,,1,,,,Indapamide 2.5mg tablets,,,,3863001000001104,39696211000001108,VMPP,,Indapamide 2.5mg tablets 28 tablet,28.0,428673006.0,VMP,,1,,,,1,,,Indapamide 2.5mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2021-05-26,317956008.0,776319007.0,VTM,,,Indapamide,2023-02-06,74213004.0,Indapamide hemihydrate 2.5 nan,Oral,Oral tablet,Niche Generics Ltd
AMPP,22978311000001103,22978411000001105,,,,,4,Juzo Dynamic class 3 (34-46mmHg) thigh length open toe with silicone top band lymphoedema garment standard size III Black pepper (Juzo UK Ltd) 2 device,,33018511000001103,AMP,,1,,Juzo Dynamic class 3 (34-46mmHg) thigh length open toe with silicone top band lymphoedema garment standard size III Black pepper (Juzo UK Ltd),,,,2,,,,Juzo Dynamic class 3 (34-46mmHg) thigh length open toe with silicone top band lymphoedema garment standard size III,,,,11473311000001109,33508211000001101,VMPP,,Lymphoedema garments thigh length open toe with silicone top/band/border 2 device,2.0,3318711000001107.0,VMP,,7,,,,3,,,Lymphoedema garments thigh length open toe with silicone top/band/border,,,,,,,4,,,,,,,,,,,,,,,,,Juzo UK Ltd
AMPP,30844311000001108,30844411000001101,,1.0,2020-02-29,,2,Paracetamol 500mg capsules (Mawdsley-Brooks & Company Ltd) 32 capsule,,1305811000001101,AMP,,9,,Paracetamol 500mg capsules (Mawdsley-Brooks & Company Ltd),,,,1,,,,Paracetamol 500mg capsules,,,,15125811000001100,42109411000001106,VMPP,,Paracetamol 500mg capsules 32 capsule,32.0,428641000.0,VMP,,1,,,,1,,,Paracetamol 500mg capsules,,,,,,,1,,1.0,428641000.0,428641000.0,2023-07-28,322280009.0,777067000.0,VTM,,,Paracetamol,2023-02-06,90332006.0,Paracetamol 500.0 nan,Oral,Oral capsule,Mawdsley-Brooks & Company Ltd
AMPP,19534211000001101,19534311000001109,,1.0,2015-11-25,,3,Letrozole 2.5mg tablets (Zentiva Pharma UK Ltd) 14 tablet 2 x 7 tablets,2 x 7 tablets,3668811000001109,AMP,,9,,Letrozole 2.5mg tablets (Zentiva Pharma UK Ltd),,,,1,,,,Letrozole 2.5mg tablets,,,,9043311000001106,41878511000001100,VMPP,,Letrozole 2.5mg tablets 14 tablet,14.0,428673006.0,VMP,,1,,,,1,,,Letrozole 2.5mg tablets,,,,,,,1,,1.0,428673006.0,428673006.0,2023-05-26,327377001.0,776502006.0,VTM,,,Letrozole,2023-02-06,108777007.0,Letrozole 2.5 nan,Oral,Oral tablet,Zentiva Pharma UK Ltd
AMPP,10924211000001109,19998411000001106,,1.0,2024-02-12,,3,Sodium thiosulfate 5g/10ml solution for injection ampoules (Special Order) 5 ampoule,,19998311000001104,AMP,,6,,Sodium thiosulfate 5g/10ml solution for injection ampoules (Special Order),,,,0,,,,Sodium thiosulfate 5g/10ml solution for injection ampoules,2013-08-01,Sodium thiosulphate 5g/10ml solution for injection ampoules,,8286711000001104,10924011000001104,VMPP,,Sodium thiosulfate 5g/10ml solution for injection ampoules 5 ampoule,5.0,413516001.0,VMP,,7,7.0,,,1,,,Sodium thiosulfate 5g/10ml solution for injection ampoules,4.0,2013-08-01,Sodium thiosulphate 5g/10ml solution for injection ampoules,,,,1,,10.0,258773002.0,413516001.0,,,1202035004.0,VTM,,,Sodium thiosulfate,2023-02-06,1.3296401000001108e+16,Sodium thiosulfate 500.0 nan,Intravenous,Solution for injection,Special Order
AMPP,9623011000001102,9623111000001101,,1.0,2011-09-26,,4,Advasoft bandage 10cm x 3.5m (Advancis Medical) 1 bandage,,9621711000001101,AMP,,9,,Advasoft bandage 10cm x 3.5m (Advancis Medical),,,,2,,,,Advasoft bandage 10cm x 3.5m,,,,5134411000001101,9655011000001100,VMPP,,Sub-compression wadding bandage 10cm x 3.5m 1 bandage,1.0,8091811000001107.0,VMP,,7,,,,3,,,Sub-compression wadding bandage 10cm x 3.5m,,,,,,,4,,,,,,,,,,,,,,,,,Advancis Medical
